SECTOR,TICKER,NAME,HREF,LAST,CHANGE_%,SELL,BUY,TURNOVER_MNOK,TRADES_COUNT,MARKETCAP_MNOK,TIME_HHMMSS,TIME_SECS
Konsumvarer,ASA,Atlantic Sapphire,https://www.oslobors.no/markedsaktivitet#/details/ASA.OSE,111.5,5.19,0.0,0.0,26.6,337,7947.29,23:59:56,86396
Kommunikasjon,OTELLO,Otello Corporation,https://www.oslobors.no/markedsaktivitet#/details/OTELLO.OSE,14.5,5.07,0.0,0.0,5.89,337,1994.58,23:59:56,86396
Industri,NRC,NRC Group,https://www.oslobors.no/markedsaktivitet#/details/NRC.OSE,27.6,4.94,0.0,0.0,5.85,286,2009.03,23:59:56,86396
Energi,AQUA,AqualisBraemar,https://www.oslobors.no/markedsaktivitet#/details/AQUA.OSE,3.48,4.82,0.0,0.0,0.08,20,244.7,23:59:56,86396
Materialer,ELK,Elkem,https://www.oslobors.no/markedsaktivitet#/details/ELK.OSE,17.7,4.8,0.0,0.0,13.2,562,10289.19,23:59:56,86396
Finans,AXA,Axactor,https://www.oslobors.no/markedsaktivitet#/details/AXA.OSE,5.97,4.74,0.0,0.0,15.57,1124,1106.81,23:59:56,86396
Forbruksvarer,EPR,Europris,https://www.oslobors.no/markedsaktivitet#/details/EPR.OSE,41.6,4.73,0.0,0.0,47.7,1888,6898.05,23:59:56,86396
Finans,SBANK,Sbanken,https://www.oslobors.no/markedsaktivitet#/details/SBANK.OSE,60.0,4.71,0.0,0.0,10.41,454,6403.54,23:59:56,86396
Energi,DNO,DNO,https://www.oslobors.no/markedsaktivitet#/details/DNO.OSE,4.95,4.5,0.0,0.0,48.44,2509,4828.39,23:59:56,86396
IT,HIDDN,Hiddn Solutions,https://www.oslobors.no/markedsaktivitet#/details/HIDDN.OSE,1.58,4.3,0.0,0.0,1.58,191,141.61,23:59:56,86396
Konsumvarer,BAKKA,Bakkafrost,https://www.oslobors.no/markedsaktivitet#/details/BAKKA.OSE,622.0,3.84,0.0,0.0,170.31,3358,36756.82,23:59:56,86396
Industri,WWIB,Wilh. Wilhelmsen Holding ser. B,https://www.oslobors.no/markedsaktivitet#/details/WWIB.OSE,110.0,3.77,0.0,0.0,0.19,21,1163.8,23:59:56,86396
Industri,BON,Bonheur,https://www.oslobors.no/markedsaktivitet#/details/BON.OSE,210.0,3.7,0.0,0.0,11.83,441,8931.7,23:59:56,86396
Materialer,BOR,Borgestad,https://www.oslobors.no/markedsaktivitet#/details/BOR.OSE,11.4,3.64,0.0,0.0,0.19,22,144.97,23:59:56,86396
IT,BOUVET,Bouvet,https://www.oslobors.no/markedsaktivitet#/details/BOUVET.OSE,520.0,3.59,0.0,0.0,9.13,247,5329.76,23:59:56,86396
Finans,AKER,Aker,https://www.oslobors.no/markedsaktivitet#/details/AKER.OSE,292.6,3.54,0.0,0.0,38.62,1268,21730.96,23:59:56,86396
Finans,NOFI,Norwegian Finans Holding,https://www.oslobors.no/markedsaktivitet#/details/NOFI.OSE,60.2,3.44,0.0,0.0,55.29,1510,11239.03,23:59:56,86396
Energi,AKERBP,Aker BP,https://www.oslobors.no/markedsaktivitet#/details/AKERBP.OSE,170.5,3.4,0.0,0.0,288.15,6261,61314.1,23:59:56,86396
Industri,WWI,Wilh. Wilhelmsen Holding ser. A,https://www.oslobors.no/markedsaktivitet#/details/WWI.OSE,110.0,3.29,0.0,0.0,1.99,120,3740.0,23:59:56,86396
Energi,PEN,Panoro Energy,https://www.oslobors.no/markedsaktivitet#/details/PEN.OSE,9.5,3.26,0.0,0.0,6.08,334,652.02,23:59:56,86396
Finans,SRBANK,SpareBank 1 SR-Bank,https://www.oslobors.no/markedsaktivitet#/details/SRBANK.OSE,65.4,3.15,0.0,0.0,20.16,737,16725.09,23:59:56,86396
Konsumvarer,NRS,Norway Royal Salmon,https://www.oslobors.no/markedsaktivitet#/details/NRS.OSE,235.0,3.07,0.0,0.0,15.76,794,10206.37,23:59:56,86396
Materialer,ELE,Element,https://www.oslobors.no/markedsaktivitet#/details/ELE.OSE,3.61,3.0,0.0,0.0,0.4,62,66.97,23:59:56,86396
Industri,NEL,NEL,https://www.oslobors.no/markedsaktivitet#/details/NEL.OSE,12.05,2.99,0.0,0.0,117.97,3232,16037.7,23:59:56,86396
Industri,SBLK,Star Bulk Carriers,https://www.oslobors.no/markedsaktivitet#/details/SBLK.OSE,50.8,2.83,0.0,0.0,0.8,50,4606.87,23:59:56,86396
Energi,KVAER,Kværner,https://www.oslobors.no/markedsaktivitet#/details/KVAER.OSE,5.84,2.82,0.0,0.0,3.78,440,1564.57,23:59:56,86396
Industri,GOGL,Golden Ocean Group,https://www.oslobors.no/markedsaktivitet#/details/GOGL.OSE,33.88,2.79,0.0,0.0,32.09,1497,4854.25,23:59:56,86396
Industri,ZAL,Zalaris,https://www.oslobors.no/markedsaktivitet#/details/ZAL.OSE,33.5,2.76,0.0,0.0,0.77,28,657.3,23:59:56,86396
Energi,SDRL,Seadrill,https://www.oslobors.no/markedsaktivitet#/details/SDRL.OSE,4.96,2.69,0.0,0.0,1.01,132,495.92,23:59:56,86396
Energi,EQNR,Equinor,https://www.oslobors.no/markedsaktivitet#/details/EQNR.OSE,150.3,2.59,0.0,0.0,708.84,10192,496451.99,23:59:56,86396
Konsumvarer,SALM,SalMar,https://www.oslobors.no/markedsaktivitet#/details/SALM.OSE,459.4,2.54,0.0,0.0,205.28,4828,51876.76,23:59:56,86396
Industri,BEL,Belships,https://www.oslobors.no/markedsaktivitet#/details/BEL.OSE,6.05,2.54,0.0,0.0,0.02,3,1280.64,23:59:56,86396
Egenkapitalbevis,SBTE,Sparebanken Telemark,https://www.oslobors.no/markedsaktivitet#/details/SBTE.OSE,122.0,2.52,0.0,0.0,0.1,6,1329.63,23:59:56,86396
Industri,KOG,Kongsberg Gruppen,https://www.oslobors.no/markedsaktivitet#/details/KOG.OSE,138.6,2.36,0.0,0.0,10.94,475,24804.6,23:59:56,86396
Industri,SNI,Stolt-Nielsen,https://www.oslobors.no/markedsaktivitet#/details/SNI.OSE,84.0,2.31,0.0,0.0,0.95,128,4496.0,23:59:56,86396
IT,KIT,Kitron,https://www.oslobors.no/markedsaktivitet#/details/KIT.OSE,11.26,2.18,0.0,0.0,2.34,198,2016.71,23:59:56,86396
IT,PLT,poLight,https://www.oslobors.no/markedsaktivitet#/details/PLT.OSE,58.7,2.09,0.0,0.0,1.06,104,519.13,23:59:56,86396
Forsyning,FKRAFT,Fjordkraft Holding,https://www.oslobors.no/markedsaktivitet#/details/FKRAFT.OSE,78.5,2.08,0.0,0.0,51.04,1549,8210.02,23:59:56,86396
Finans,PARB,Pareto Bank,https://www.oslobors.no/markedsaktivitet#/details/PARB.OSE,29.8,2.05,0.0,0.0,3.99,118,2081.58,23:59:56,86396
Energi,TGS,TGS-NOPEC Geophysical Company,https://www.oslobors.no/markedsaktivitet#/details/TGS.OSE,143.8,2.02,0.0,0.0,60.38,2938,16811.27,23:59:56,86396
Kommunikasjon,SCHA,Schibsted ser. A,https://www.oslobors.no/markedsaktivitet#/details/SCHA.OSE,233.3,2.01,0.0,0.0,40.59,1717,24370.51,23:59:56,86396
Kommunikasjon,SCHB,Schibsted ser. B,https://www.oslobors.no/markedsaktivitet#/details/SCHB.OSE,223.8,2.01,0.0,0.0,34.05,1291,28943.01,23:59:56,86396
Finans,DNB,DNB,https://www.oslobors.no/markedsaktivitet#/details/DNB.OSE,122.45,2.0,0.0,0.0,404.46,5839,191088.54,23:59:56,86396
Industri,HYARD,Havyard Group,https://www.oslobors.no/markedsaktivitet#/details/HYARD.OSE,2.6,1.96,0.0,0.0,0.06,12,64.29,23:59:56,86396
IT,CRAYON,Crayon Group Holding,https://www.oslobors.no/markedsaktivitet#/details/CRAYON.OSE,69.1,1.92,0.0,0.0,16.53,795,5284.9,23:59:56,86396
Energi,SDSD,S.D. Standard Drilling,https://www.oslobors.no/markedsaktivitet#/details/SDSD.OSE,0.72,1.69,0.0,0.0,0.19,45,414.74,23:59:56,86396
IT,WSTEP,Webstep,https://www.oslobors.no/markedsaktivitet#/details/WSTEP.OSE,18.2,1.68,0.0,0.0,0.12,5,485.46,23:59:56,86396
Egenkapitalbevis,TOTG,Totens Sparebank,https://www.oslobors.no/markedsaktivitet#/details/TOTG.OSE,128.0,1.59,0.0,0.0,0.17,10,783.94,23:59:56,86396
Konsumvarer,MOWI,Mowi,https://www.oslobors.no/markedsaktivitet#/details/MOWI.OSE,189.95,1.58,0.0,0.0,266.82,4874,98225.25,23:59:56,86396
Industri,GOD,Goodtech,https://www.oslobors.no/markedsaktivitet#/details/GOD.OSE,6.85,1.48,0.0,0.0,0.02,8,154.91,23:59:56,86396
Finans,PROTCT,Protector Forsikring,https://www.oslobors.no/markedsaktivitet#/details/PROTCT.OSE,36.0,1.41,0.0,0.0,2.5,197,2947.9,23:59:56,86396
IT,NOD,Nordic Semiconductor,https://www.oslobors.no/markedsaktivitet#/details/NOD.OSE,65.0,1.4,0.0,0.0,53.41,781,11476.12,23:59:56,86396
Helsevern,NANO,Nordic Nanovector,https://www.oslobors.no/markedsaktivitet#/details/NANO.OSE,23.74,1.28,0.0,0.0,6.64,505,1570.68,23:59:56,86396
Energi,IOX,Interoil Exploration and Production,https://www.oslobors.no/markedsaktivitet#/details/IOX.OSE,1.28,1.27,0.0,0.0,0.07,22,201.11,23:59:56,86396
Industri,SSG,Self Storage Group,https://www.oslobors.no/markedsaktivitet#/details/SSG.OSE,25.0,1.21,0.0,0.0,0.9,46,2108.21,23:59:56,86396
Energi,AWDR,Awilco Drilling,https://www.oslobors.no/markedsaktivitet#/details/AWDR.OSE,4.31,1.17,0.0,0.0,0.15,19,235.25,23:59:56,86396
Eiendom,OLT,Olav Thon Eiendomsselskap,https://www.oslobors.no/markedsaktivitet#/details/OLT.OSE,132.0,1.15,0.0,0.0,5.73,159,13678.26,23:59:56,86396
Helsevern,PHO,Photocure,https://www.oslobors.no/markedsaktivitet#/details/PHO.OSE,72.9,1.11,0.0,0.0,17.63,712,1746.64,23:59:56,86396
Helsevern,BGBIO,BerGenBio,https://www.oslobors.no/markedsaktivitet#/details/BGBIO.OSE,40.2,1.01,0.0,0.0,56.73,2559,3486.38,23:59:56,86396
Industri,ODFB,Odfjell ser. B,https://www.oslobors.no/markedsaktivitet#/details/ODFB.OSE,20.2,1.0,0.0,0.0,0.0,1,378.88,23:59:56,86396
Industri,ODF,Odfjell ser. A,https://www.oslobors.no/markedsaktivitet#/details/ODF.OSE,20.5,0.99,0.0,0.0,0.01,3,1230.42,23:59:56,86396
Eiendom,ENTRA,Entra,https://www.oslobors.no/markedsaktivitet#/details/ENTRA.OSE,123.3,0.98,0.0,0.0,28.58,905,22443.66,23:59:56,86396
Egenkapitalbevis,RING,SpareBank 1 Ringerike Hadeland,https://www.oslobors.no/markedsaktivitet#/details/RING.OSE,214.0,0.94,0.0,0.0,0.1,2,3349.19,23:59:56,86396
Egenkapitalbevis,SOR,Sparebanken Sør,https://www.oslobors.no/markedsaktivitet#/details/SOR.OSE,90.8,0.89,0.0,0.0,0.02,4,1418.26,23:59:56,86396
IT,TECH,Techstep,https://www.oslobors.no/markedsaktivitet#/details/TECH.OSE,2.38,0.85,0.0,0.0,0.04,14,387.45,23:59:56,86396
Egenkapitalbevis,MING,SpareBank 1 SMN,https://www.oslobors.no/markedsaktivitet#/details/MING.OSE,72.6,0.83,0.0,0.0,10.76,545,9426.08,23:59:56,86396
Energi,BWE,BW Energy Limited,https://www.oslobors.no/markedsaktivitet#/details/BWE.OSE,15.05,0.8,0.0,0.0,19.94,635,3526.28,23:59:56,86396
Finans,KOMP,Komplett Bank,https://www.oslobors.no/markedsaktivitet#/details/KOMP.OSE,6.29,0.8,0.0,0.0,5.51,318,1170.81,23:59:56,86396
Konsumvarer,AUSS,Austevoll Seafood,https://www.oslobors.no/markedsaktivitet#/details/AUSS.OSE,79.1,0.76,0.0,0.0,38.23,790,15964.28,23:59:56,86396
Kommunikasjon,ADE,Adevinta,https://www.oslobors.no/markedsaktivitet#/details/ADE.OSE,99.75,0.76,0.0,0.0,40.41,784,68301.67,23:59:56,86396
IT,NORBIT,NORBIT,https://www.oslobors.no/markedsaktivitet#/details/NORBIT.OSE,13.45,0.75,0.0,0.0,0.08,21,763.78,23:59:56,86396
Egenkapitalbevis,HELG,Helgeland Sparebank,https://www.oslobors.no/markedsaktivitet#/details/HELG.OSE,67.5,0.75,0.0,0.0,0.12,7,1405.55,23:59:56,86396
Konsumvarer,LSG,Lerøy Seafood Group,https://www.oslobors.no/markedsaktivitet#/details/LSG.OSE,56.84,0.74,0.0,0.0,55.8,2341,33846.85,23:59:56,86396
Helsevern,COV,ContextVision,https://www.oslobors.no/markedsaktivitet#/details/COV.OSE,155.0,0.65,0.0,0.0,1.46,80,1199.2,23:59:56,86396
Energi,QEC,Questerre Energy Corporation,https://www.oslobors.no/markedsaktivitet#/details/QEC.OSE,0.78,0.65,0.0,0.0,0.59,92,333.34,23:59:56,86396
Eiendom,STORM,Storm Real Estate,https://www.oslobors.no/markedsaktivitet#/details/STORM.OSE,1.67,0.6,0.0,0.0,0.0,3,14.75,23:59:56,86396
Kommunikasjon,POL,Polaris Media,https://www.oslobors.no/markedsaktivitet#/details/POL.OSE,34.4,0.58,0.0,0.0,0.12,8,1677.46,23:59:56,86396
Energi,SUBC,Subsea 7,https://www.oslobors.no/markedsaktivitet#/details/SUBC.OSE,55.82,0.58,0.0,0.0,74.38,3290,16590.29,23:59:56,86396
Finans,ASC,ABG Sundal Collier Holding,https://www.oslobors.no/markedsaktivitet#/details/ASC.OSE,3.71,0.54,0.0,0.0,2.34,141,1627.44,23:59:56,86396
Materialer,BRG,Borregaard,https://www.oslobors.no/markedsaktivitet#/details/BRG.OSE,93.5,0.54,0.0,0.0,3.83,214,9311.84,23:59:56,86396
Helsevern,ULTIMO,Ultimovacs,https://www.oslobors.no/markedsaktivitet#/details/ULTIMO.OSE,38.7,0.52,0.0,0.0,0.4,51,1078.2,23:59:56,86396
Finans,STB,Storebrand,https://www.oslobors.no/markedsaktivitet#/details/STB.OSE,46.41,0.5,0.0,0.0,84.67,3493,21667.47,23:59:56,86396
IT,STRONG,StrongPoint,https://www.oslobors.no/markedsaktivitet#/details/STRONG.OSE,10.65,0.47,0.0,0.0,0.3,26,471.45,23:59:56,86396
Egenkapitalbevis,SPOG,Sparebanken Øst,https://www.oslobors.no/markedsaktivitet#/details/SPOG.OSE,42.9,0.47,0.0,0.0,0.78,31,889.37,23:59:56,86396
Materialer,YAR,Yara International,https://www.oslobors.no/markedsaktivitet#/details/YAR.OSE,325.7,0.46,0.0,0.0,194.22,4288,87834.32,23:59:56,86396
Industri,FJORD,Fjord1,https://www.oslobors.no/markedsaktivitet#/details/FJORD.OSE,46.2,0.43,0.0,0.0,0.3,27,4615.06,23:59:56,86396
Energi,SOFF,Solstad Offshore,https://www.oslobors.no/markedsaktivitet#/details/SOFF.OSE,0.38,0.4,0.0,0.0,0.55,197,111.03,23:59:56,86396
Eiendom,SOLON,Solon Eiendom,https://www.oslobors.no/markedsaktivitet#/details/SOLON.OSE,27.6,0.36,0.0,0.0,0.83,36,2024.82,23:59:56,86396
Egenkapitalbevis,SBVG,SpareBank 1 BV,https://www.oslobors.no/markedsaktivitet#/details/SBVG.OSE,34.5,0.29,0.0,0.0,0.22,14,2173.76,23:59:56,86396
Egenkapitalbevis,NONG,SpareBank 1 Nord-Norge,https://www.oslobors.no/markedsaktivitet#/details/NONG.OSE,59.3,0.17,0.0,0.0,10.19,390,5953.6,23:59:56,86396
Industri,AFG,AF Gruppen,https://www.oslobors.no/markedsaktivitet#/details/AFG.OSE,162.0,0.12,0.0,0.0,3.7,109,17023.55,23:59:56,86396
Industri,AKVA,AKVA Group,https://www.oslobors.no/markedsaktivitet#/details/AKVA.OSE,53.0,0.0,0.0,0.0,0.1,18,1754.64,23:59:56,86396
Forbruksvarer,GYL,Gyldendal,https://www.oslobors.no/markedsaktivitet#/details/GYL.OSE,585.0,0.0,0.0,0.0,0.01,1,1349.67,23:59:56,86396
Egenkapitalbevis,HSPG,Høland og Setskog Sparebank,https://www.oslobors.no/markedsaktivitet#/details/HSPG.OSE,122.0,0.0,0.0,0.0,0.0,1,83.92,23:59:56,86396
Energi,PSE,Petrolia,https://www.oslobors.no/markedsaktivitet#/details/PSE.OSE,2.28,0.0,0.0,0.0,0.05,8,134.83,23:59:56,86396
Egenkapitalbevis,SKUE,Skue Sparebank,https://www.oslobors.no/markedsaktivitet#/details/SKUE.OSE,165.0,0.0,0.0,0.0,0.01,2,310.37,23:59:56,86396
IT,TIETOO,TietoEVRY,https://www.oslobors.no/markedsaktivitet#/details/TIETOO.OSE,245.8,-0.16,0.0,0.0,0.65,26,29104.91,23:59:56,86396
Finans,GJF,Gjensidige Forsikring,https://www.oslobors.no/markedsaktivitet#/details/GJF.OSE,175.6,-0.23,0.0,0.0,78.97,1993,87798.1,23:59:56,86396
Kommunikasjon,FUNCOM,Funcom,https://www.oslobors.no/markedsaktivitet#/details/FUNCOM.OSE,16.44,-0.24,0.0,0.0,0.09,46,1337.33,23:59:56,86396
Konsumvarer,GSF,Grieg Seafood,https://www.oslobors.no/markedsaktivitet#/details/GSF.OSE,99.8,-0.3,0.0,0.0,30.72,930,11021.27,23:59:56,86396
IT,ATEA,Atea,https://www.oslobors.no/markedsaktivitet#/details/ATEA.OSE,92.3,-0.32,0.0,0.0,6.99,401,10150.53,23:59:56,86396
Materialer,NSKOG,Norske Skog,https://www.oslobors.no/markedsaktivitet#/details/NSKOG.OSE,26.9,-0.37,0.0,0.0,1.4,147,2219.25,23:59:56,86396
Finans,B2H,B2Holding,https://www.oslobors.no/markedsaktivitet#/details/B2H.OSE,3.6,-0.41,0.0,0.0,6.71,542,1475.76,23:59:56,86396
Energi,MGN,Magnora,https://www.oslobors.no/markedsaktivitet#/details/MGN.OSE,7.96,-0.5,0.0,0.0,0.5,38,417.98,23:59:56,86396
Finans,INSR,Insr Insurance Group,https://www.oslobors.no/markedsaktivitet#/details/INSR.OSE,3.8,-0.52,0.0,0.0,0.31,47,563.04,23:59:56,86396
Energi,ARCHER,Archer,https://www.oslobors.no/markedsaktivitet#/details/ARCHER.OSE,1.72,-0.58,0.0,0.0,0.66,94,254.45,23:59:56,86396
Energi,NOL,Northern Ocean Ltd.,https://www.oslobors.no/markedsaktivitet#/details/NOL.OSE,6.11,-0.63,0.0,0.0,2.01,168,389.9,23:59:56,86396
Industri,MPCC,MPC Container Ships,https://www.oslobors.no/markedsaktivitet#/details/MPCC.OSE,9.0,-0.66,0.0,0.0,0.27,26,820.37,23:59:56,86396
Egenkapitalbevis,SVEG,Sparebanken Vest,https://www.oslobors.no/markedsaktivitet#/details/SVEG.OSE,58.8,-0.68,0.0,0.0,0.87,123,6308.95,23:59:56,86396
Egenkapitalbevis,SADG,Sandnes Sparebank,https://www.oslobors.no/markedsaktivitet#/details/SADG.OSE,57.4,-0.69,0.0,0.0,0.35,36,1201.04,23:59:56,86396
Egenkapitalbevis,MORG,Sparebanken Møre,https://www.oslobors.no/markedsaktivitet#/details/MORG.OSE,279.0,-0.71,0.0,0.0,0.22,18,2752.29,23:59:56,86396
Konsumvarer,SALMON,Salmones Camanchaca,https://www.oslobors.no/markedsaktivitet#/details/SALMON.OSE,54.4,-0.73,0.0,0.0,0.05,5,3590.4,23:59:56,86396
Energi,HAVI,Havila Shipping,https://www.oslobors.no/markedsaktivitet#/details/HAVI.OSE,2.58,-0.77,0.0,0.0,0.02,18,61.34,23:59:56,86396
Industri,TOM,Tomra Systems,https://www.oslobors.no/markedsaktivitet#/details/TOM.OSE,359.7,-0.77,0.0,0.0,80.92,2340,53062.97,23:59:56,86396
Egenkapitalbevis,MELG,Melhus Sparebank,https://www.oslobors.no/markedsaktivitet#/details/MELG.OSE,124.0,-0.8,0.0,0.0,0.03,4,344.15,23:59:56,86396
Kommunikasjon,TEL,Telenor,https://www.oslobors.no/markedsaktivitet#/details/TEL.OSE,144.0,-0.83,0.0,0.0,208.24,3633,204863.48,23:59:56,86396
Energi,ATLA NOK,Atlantic Petroleum,https://www.oslobors.no/markedsaktivitet#/details/ATLA NOK.OSE,7.04,-0.85,0.0,0.0,0.0,1,26.03,23:59:56,86396
Energi,REACH,Reach Subsea,https://www.oslobors.no/markedsaktivitet#/details/REACH.OSE,1.15,-0.86,0.0,0.0,0.07,22,165.08,23:59:56,86396
Industri,SAS NOK,SAS AB,https://www.oslobors.no/markedsaktivitet#/details/SAS NOK.OSE,9.0,-0.88,0.0,0.0,2.64,220,3443.24,23:59:56,86396
Energi,OCY,Ocean Yield,https://www.oslobors.no/markedsaktivitet#/details/OCY.OSE,22.0,-0.9,0.0,0.0,10.93,642,3853.19,23:59:56,86396
Konsumvarer,ORK,Orkla,https://www.oslobors.no/markedsaktivitet#/details/ORK.OSE,85.7,-0.9,0.0,0.0,162.54,3213,85726.21,23:59:56,86396
IT,ASETEK,Asetek,https://www.oslobors.no/markedsaktivitet#/details/ASETEK.OSE,52.5,-0.94,0.0,0.0,3.11,149,1299.75,23:59:56,86396
Energi,OKEA,OKEA,https://www.oslobors.no/markedsaktivitet#/details/OKEA.OSE,8.1,-0.98,0.0,0.0,0.73,48,830.27,23:59:56,86396
Energi,AKA,Akastor,https://www.oslobors.no/markedsaktivitet#/details/AKA.OSE,3.87,-1.02,0.0,0.0,0.76,125,1049.77,23:59:56,86396
Materialer,NHY,Norsk Hydro,https://www.oslobors.no/markedsaktivitet#/details/NHY.OSE,24.0,-1.03,0.0,0.0,164.86,4289,49178.99,23:59:56,86396
Energi,EMGS,Electromagnetic Geoservices,https://www.oslobors.no/markedsaktivitet#/details/EMGS.OSE,0.56,-1.05,0.0,0.0,0.09,40,73.87,23:59:56,86396
IT,QFR,Q-Free,https://www.oslobors.no/markedsaktivitet#/details/QFR.OSE,3.68,-1.08,0.0,0.0,0.07,19,328.34,23:59:56,86396
Energi,HAFNIA,Hafnia Limited,https://www.oslobors.no/markedsaktivitet#/details/HAFNIA.OSE,18.0,-1.1,0.0,0.0,6.95,541,6533.92,23:59:56,86396
Industri,BMA,Byggma,https://www.oslobors.no/markedsaktivitet#/details/BMA.OSE,85.0,-1.16,0.0,0.0,0.01,2,593.58,23:59:56,86396
Egenkapitalbevis,SPOL,SpareBank 1 Østlandet,https://www.oslobors.no/markedsaktivitet#/details/SPOL.OSE,83.0,-1.19,0.0,0.0,2.72,82,9613.87,23:59:56,86396
Egenkapitalbevis,JAEREN,Jæren Sparebank,https://www.oslobors.no/markedsaktivitet#/details/JAEREN.OSE,154.0,-1.28,0.0,0.0,0.01,1,759.59,23:59:56,86396
Konsumvarer,ARCUS,Arcus,https://www.oslobors.no/markedsaktivitet#/details/ARCUS.OSE,38.2,-1.29,0.0,0.0,0.41,43,2589.98,23:59:56,86396
Helsevern,PCIB,PCI Biotech Holding,https://www.oslobors.no/markedsaktivitet#/details/PCIB.OSE,68.2,-1.3,0.0,0.0,25.93,932,2541.53,23:59:56,86396
IT,ITE,Itera,https://www.oslobors.no/markedsaktivitet#/details/ITE.OSE,10.6,-1.4,0.0,0.0,0.18,26,862.33,23:59:56,86396
Industri,JIN,Jinhui Shipping and Transportation,https://www.oslobors.no/markedsaktivitet#/details/JIN.OSE,3.5,-1.41,0.0,0.0,2.36,170,382.41,23:59:56,86396
